,review_cleaned
33713,great american martial arts movie. fighting scenes pretty impressive american movie made. course fighting scenes not good honk kong movies actually american movies fighting scenes good honk kong movies even nowadays. watch american martial arts movie expecting see less impressive fighting scenes still nice moves surprisingly good sometimes least expecting movies. impressed film. fighting scenes really impressive acting direction plot good enough really worth watching movie like american martial arts films.
3241,avid ff fan instance game sell bad mistake buy good mistake ... erm anyways yes film good fights cool music good cgi cant falter.only thing disappointing film felt lack character involvement almost cloud although great character u cant beat cid barret.but despite film great opinion must watch.overall great film give give squaresoft make films like worshiped already ! !! !
11150,lillian hellman play adapted dashiell hammett help hellman becomes curious project come gritty warner bros. paul lukas reprising broadway role winning best actor oscar plays anti nazi german underground leader fighting fascists dragging american wife three children europe finding refuge states via mexico border. settle washington wife wealthy mother brother though boarder residing manor immediately suspicious newcomers spends awful lot time german embassy playing poker. seems take forever drama find focus realize heart material wise honest direct refugees teaching clueless head sand americans world suddenly changed seems little patronizing viewer quite literally put relatives place lectured. lukas several speeches third act undoubtedly won academy award yet much picture seems little enter exit enter exit. spouse bette davis enunciates like nobody else works wide eyes good advantage role not allow much color. children divergent accents! alternately humorous annoying geraldine fitzgerald nothing role put upon wife disgruntled texture brings part seems entirely wrong. intent tastefully tactfully show us wwii era man may german not make nazi sympathizer. get first minutes rest tasteful tactful movie made exposition defensive confrontation ultimately compassion. heady mix instead rather dry eyed inert. from
22078,one favorite movies time. pretty pathetic say? well yeah. chris incredibly incredibly funny. innocent brilliance comes film films. look motel scenes spade gets caught zipper go away love god !! !
45675,brazilian films often get positive appraisals actually deserve. rather incredibly contra todos against everybody original title producers discarded god against everybody got low gpa grade point average website. seems bluntly rejected female spectators large. actually not brutal. mean far graphical violence concerned. brutality intrinsic portrays would lumpens mean underdog citizens fact possess high tech equipment coldly perform murder orders exchange grana gra da. post modern man? worry quick almost impersonal ultra permissive lay amidst satiating meals? picture probably best brazilian film far. shining editing style la godard curious soundtrack counterpoints efficient overall cast original narration subtle non chronological hidden points come light epilogue deserve least mark.
23317,reason watched movie second time learn name second banana girl playing opposite katie holms. name marisa coughlan. never heard. lovely. captivating. animated face cute bod highly watchable ... got real poisenality ... passing vibe grace kelly ... youthful exuberance. think irish gene pool favorite female dna makes sense would resemble beautiful irish american. movie unremarkable katie holms classic beauty flesh. marisa coughlan one follow eyes. movie made around years old prime. reminds another silly worthless movie redemption pretty girl. career opportunites first time saw jennifer conoly. grease ii first time saw michelle pfeiffer.
27893,daughter born needed lose weight. tried minute workout hooked. lost lbs. weight ever lost life. not believe show forgotten. would blessing started cable channel strictly exercise included minute workout. think best workout video ever made. wish could purchase somehow somewhere. routine easy learn work quite sweat. workouts today complicated hard learn. please best get video back circulation. pray blessing see use.
24913,use astral projection wandering soul exist outside body result inflicting horrible death .. crushing insides victims leading broken spine ruptured organs close one ability threat eternal evil providing karen black .. janus another unique character fool around woman influences commercial director paul sharpe winston rekert tired waning marriage dull career. actuality dying needs body spirit potentially harmful wife son .. son special friend talks things even poisoning one point. detective kauffman john novak investigating unusual homicides concerning killed benevolent spirit links paul deaths uncovers janus. soon realize janus must stopped simply move another human host. paul not know new secretary janus lover actually older intellectuals featured documentary astral projection called wandering soul.director george mihalka bloody valentine certainly creates weird atmosphere movie contains rather bizarre premise. seems paul boy see spirit moving shape blue man manipulating kid disorderly conduct. black despite star treatment rarely shot close taking advantage face produce type malevolent evil character warrants. instead shot afar voice dubbed never quite establishes proper menace opportunity lost opinion. reason despite intriguing .. oddball idea astral projection causing spirit kill folks within film never takes. soundtrack yanni ish lighting .. sound times moody effective often quite murky. pacing problem also story mules along. cast rather limp especially rekert lead performance erratic best. not help characters .. except paul wife could care less really hurts paul not exactly lovable person world .. quite difficult moody unfulfilled career reason behavior. black prominent figure film yet remains mostly background talked dialogue paul kauffman rarely get chance amuse us histrionics shame.
20525,not know last reviewer talking show pure entertainment. basically dudes put competitions club pick girls different scenarios. mix scenarios show not every time. panel judges not afraid call people admit recognize game. break guy wrong guy right. contestants weak strong happens always entertaining. guy goes relate. seen weak game seen strong game show real. doubt.
28970,movie end thought enjoyable hours! hate spending around dollar not including baby sitting dollar dollar husband ok feeling.i think like smith better comedic actor action hero. well cast. character likable kevin james. several laugh loud scenes. also romantic movie guys want impress lady life take. women like much chick flick would not categorize one. plenty guy humor men enjoy. think one reasons movie perfect date movie. romance slapstick. not usually like slapstick much not overdone not think scenes not deliver laughs.i definitely recommend movie. first thing husband said want see!
3705,sitting typing nothing latest? fest offered vincenzio natali starring david hewlitt andrew miller two losers. one relationship problems got canned job relationship problems police get job relationship problems. guy agoraphobic refuses go outside home met bothersome girl guide calls mom claim molested not buy cookies. oh yeah police mom girl scout call arrest him.man day.what could make disappear? whole premise behind nothing. two fools realize cops girl scout cars lawn road everything disappear. nothing white space! interesting concept thought. also looked time minutes gone movie still hour left movie. could actors make work keep us entertained minutes? although actors try minutes long time clearly dead air places movie. two actors life long friends director great repertoire fun watch dialogue improve goofing around two. lots supernatural elements response elements ultimately make film worth seeing.
37771,absolutely loved movie. bought soon could find copy. movie much emotion felt real could really sympathize characters. every time watch ending makes cry. really identify busy phillip character would feel thing happened me.i think high schools show movie maybe keep people wanting thing. recommend movie everybody anybody. especially affected school shooting.it truly one greatest movies time.
15978,amazing movie saw movie first time flight could not believe not even heard getting plane. may seem first chick flick film everyone see enjoy. men watch movie someone love. enjoy much score big points.
9134,basing television series popular author works guarantee success. yorkshire television learnt hard way bought rights books credited dick francis three broadcast collective title racing game. mike gwilym sid halley former jockey turned private eye following accident lost right hand replaced artificial one. gwilym suffered acute lack charisma looked like one bad guys mick ford played irritating chico barnes made think horse arse whenever screen. six weeks less dynamic duo charged countryside foiling nefarious plots fix races usually methods blackmail kidnapping riders doping horses. yorkshire television threw money show avail. violent sexist far fetched repetitious quickly carted knackers yard.
21850,saw movie brief run art house cinema. found funny literally spent part movie floor laughed hard fell seat. retrospect years later thought done melvin van peebles. mentioned friend said friend downey sr. filled virtually every non acting role flick director writer producer etc. right course memory wrong except one funnies movies ever made. part arab particularly priceless.
35633,monster mexico agree weakest modern scooby doo movies mainly weak plot predictable. loch ness monster however considerable improvement gorgeous animation honestly scotland looked beautiful. music good plot well thought. plus great dialogue voice acting fabulous casey kasem consistent delight shaggy beautiful scottish singer sheena easten pleasant surprise guest starring role. fact complaints strange accents one two members voice cast exception easten whose accent sound genuine somehow loch ness monster not well designed potential. overall solid enjoyable scooby doo film. bethanycox
8088,giving film not enough specific scientific references amount energy takes produce food satisfy science haters. mdixon seems believe admittedly biased commentators making stuff even elementary understanding resources laws thermodynamics indicate least solid scientific ground state not continue depend oil must transition different types energy not plan replace amount energy get oil. civilizations refused face facts life perished. read jared diamond collapse popular book elementary ecology earth science textbook verify basic premise movie. go ahead fiddle rome burns!
1976,like last years event wwe new years revolution headlined elimination chamber match. difference last years years match however entertainment value. reality three people stood chance walking pepsi arena albany new york wwe championship. men current champion john cena kurt angle shawn michaels. way vinnie mac would put belt rookies carlito chris masters. kane? kane last held wwe championship june one night. obvious not going one either. last years match thrilling affair six best wwe offer. predictable disappointing affair still match night far.the surprise evening came bell run main event. strolled vince mcmahon demanded lift chamber. announced edge cashing money bank championship match right. time prepare back winning elimination chamber match john cena not stand chance dropped title spear one entertaining heels wwe. entertaining piece action happened night.the undercard like last year truly atrocious. triple h big show put snore fest struggling stay away. hhh picked win never real doubt? pay per view jerry lawler viscera wrestling card never chance becoming success really. king pinned helms books stuff? big vis tasted defeat against wasted shelton benjamin little help mama.the women wwe also busy night. usual diva nonsense bra panties gauntlet match won ashley woman championship also line. match thought would left brew till wrestlemania mickie james challenged trish stratus good match. trish won contest evident going continue foreseeable future.the opening contest night pitted soon wwe champion edge against intercontinental champion ric flair. could better battered bloody flair retained disqualification finish. edge obviously bigger fish fry.so new years revolution kicked pay per view calendar disastrous fashion. good thing knowing wwe way. not get much worse.
657,loved show first airing always looked forward watching episode every week. plot characters writing special affects outstanding! sci fi channel screwed yet canceled entertaining well written show. say bring back know actors would come back. would suggest buying dvd. hope sci fi channels executives get word comments realize need involved viewers. watch one show channel ghost hunters fairly sure shortly cancel.
15943,idea everyone hates movie call garbage travesty unexceptable sequel unfair mean else could made sequel. cause seriously think sequel rodney dangerfield says hey everyone going get laid little dancing goffer thats thats end caddyshack even though film rating first one r second one pg still lots fun.
42013,although brought film accident thought original halloween stupid eh! surprised good many sequels continue events previous films however tried succeeded explaining events prequels michael myers kill people come seems supernatural abilities. thought top horror film full action suspense surprises glad brought. given.
28057,movie exemplifies certain brand comedy horror strictly adult kind quite different troma movies shares certain qualities. humour rough ready fast furious. idea hideous dolls evil powers twisted minds not make shrug boredom reach six pack beer enjoy best chucky film yet.
21871,many minutes take paint poem? film much long. tells story impact first love two schoolboys. boys not withhold touching making love. one gets distracted brief encounter sensual guy disco raises doubt exploration fantasy longing lust feelings loosing grip love themes extensively painted music close ups silent scenes like telling poem. really takes long annoying long shame effortpromising
10284,not like film! first not know everyone says cl mence po sy play excellent opinion absolutely wrong! not like natasha another appearance another character ... worse unexperienced actress not able play role! disfigured heroine completely! really disgusting watch play! mind would much better give role russian actress would much easier understand russian soul russian person. unfortunately kutuzov looked like drunk man not shaved weeks defeated battle lost eye ... thank god film actors whose play awesome! suppose alessio boni coped task well! pleasantly amazed! one people read book important play. addition liked plays russian actors really wonderful watch thing liked work beautiful views amazing dresses! advice read book understand real sense aim leo tolstoy wrote masterpiece maybe realize whole idea book ...from
32741,problem tv today people spoiled lite tv viewing. type television show equivalent elevator music easy listening jazz. typical viewers idea continuity remembering got voted island last week wondering next go. show program like surface firefly dr. anything plot arc three episodes ... well flip back survivor. percent sheep watching tv not want rack brains. want excuses not think. want make sure boob tube lives name ... not want shows try go route. surface many high quality shows lasted far longer gotten axe.tv viewers not want stories morals philosophy anything third grade vocabulary level. want people eating earthworms dramatized real life series thing! not observe something without changing nature observe hormonal shows involving groups people trysts bragging friends.today television nothing wasteland diamonds pick dust tossed one even knows diamond anymore. surface one diamonds.
7568,cool action yeah premise done not way trick. hey folks shock x file.to cool scully mulder almost scenes together adapt rely intrinsic sense really going adaptation skills. read moves get job done .... sort .oh yeah really good acting people get paid? slow day convenience store not call work. hey duchovny day old donuts?? malcolm get school...
23549,whoever play games video games anybody notice gta vice city mansion inside game things including weapons movie connected movie movie inspired makers game rockstar games copy things movie way one best movies recommend anybody still not see questionsasked
29308,one westerns well stands practically alone unrelieved quality dialog. hold long haul. said rest pretty bad. nevertheless giving eight western consistently good dialog maybe exception wild bunch junior bonner perhaps. riddled weaknesses john drew barrimore glaring. however one truly memorable scene. nothing like. right kid wichita kills sheriff goes jack elams place trying goad fight. wonderful stuff. right best western.
32812,seriously read reviews film ask people watching movie.yes give set directors lot credit able recreate vintage los angeles? none characters likable story seems aimless karen black simply not good actress. donald sutherland icky. character homer simpson makes wish animated version. oh! creepy child actor creepier billy barty on.this one films cinema buffs love rest us look go heck!
14192,let start saying expecting subtle humour wrong theatre. low brow heavy hitting. not tickle funny bone. got sledgehammer drawn bead side head. fear not. movies go fairly gentle education. oh also heavy swearing mike judge not fred rogers.was movie called intelliocracy? f. gem essence mike judge ability make people laugh. beavis butthead popular teen aged boys people incessantly poked fun.with mind not think humour movie aimed super intelligent. maybe smart get. not aiming. aiming average joe. got message get act together god sake study botany! little disjointed narrator gets little irritating movie meant people need lot narration funny. message wants make sure understand.i question casting luke wilson role man iq. sometimes not able play got like? level character. slightly forced times.kudos dax shepard one. remember seeing zathura thinking guys looks like idiot. movie makes great idiot. maybe psychic.it took warm maya rudolph gave little leeway. play straight man entire planet. got little screen time made solid contribution.terry crews played psychotic aggressive character played many times makes first rate president none less.another bonus place practically empty. counting girlfriend literally six people theatre. could barbecue pit mariachi band. annoying people talking appears norm talking tv age.all good premise competent delivery given intended goal. lots laughs sprinkled throughout.what made movie scary fact walked theatre sort like movie still playing. saw lot idiocy people immediately around us maybe made apparent dose got theatre .... pods!
13717,honestly not think first movie would make laugh like hell admire great gore effects boy wrong! beginning end film showed great gore effects accompanied spoofs titles like evil dead gremlins. movie could compared peter jackson works art though movie not gory braindead sure wait guys make another splatter movie.
10587,movie richard pryor rosey grier others. curious ww movie serves statement racism. worth watching understand fact movies reflect feel issues produced not period time portray. meaning movie not movie ww. still good action scenes seven black men led white captain trying capture dam. story centers captain learning men soldiers not service company. scene could civil war movie not ww movie reflects movie. black lt. gives german women innocent peck cheek white capt becomes upset. enjoyed movie curiosity stand point since stars genre interesting.
37864,good movie mob operations new jersey. maverick gangster not play rules neighborhood sooner later time elimination.joe pesci true character smooth funny. gets better age. face present day fame not used dvd cover sell b grade movie third billed star.dated printed wide lapel shirts lesser quality background music make distraction. nice see big cars. however acting good. nakedness part anne johns not needed make mob story work. not show database every acting film one. bad good job ! moral story not get don upset you.if wanting see something different wake middle night check dvd. part three movie one dvd dollar. special local discount store.
18246,might end biggest disappointment see. seem rare person disliked park oldboy think lady vengeance sympathy mr. vengeance among best films seen k decade. therefore really looking forward see especially got positive reviews. instead found film clich broke little new ground vampire genre. appreciate bit gallows humor movies like felt park inopportune times.others compared contrasted let right one say let right one far superior one fresh take vampire genre. sadly park take tired one.
31706,positively awful george sanders vehicle goes thief police czar.while sanders excellent character actor certainly leading man film proves it.it absolutely beyond stupidity. gene lockhart provide comic relief moment anger led fire gun tragedy resulting.sadly george sanders co star carol landis committed suicide real life. making film deplorable not shocking.the usual appealing signe hasso really nothing.
3378,crack house one film falls genre. supposed anti drug film turns nothing white exploitation exercise depravity. nothing wrong however. video presentation even anti drug message one stars show richard turncoat roundtree movie follows two young lovers high school. one quasi tough guy girl. one get turned mutual friend whilst given trip slam later given chance get back ex friends. jim brown appears movie mister big one bad dude still punk anybody sadistic guy likes smack hoes beat tar try defy word. luke general hospital makes guest star spot well.if like hard edge sleaze movie. sadly hollywood not make neither exploitative entertaining.recommended sleaze fans.
40604,kurosawa really blew one. every genius allowed failure. concept fine execution badly blurred.there air fantasy film making something art film. poverty stricken tokyo deserve fairer realistic portrayal. many interesting stories tell. disappointing film.
32721,twilight years career charles bronson forged long running partnerships several directors notably j. lee thompson michael winner. two films one time bond director peter hunt first decent actioner death hunt second indifferent political chase thriller. assassination pretty dull truth known come end find longing something bit passion pace like wilby conspiracy instance plotwise film resembles. bronson sleepwalks role bodyguard jay killian whose assignment protect american president wife lara royce craig jill ireland real life wife bronson. killian believes mrs craig targetted assassins thinks protective paranoid pessimist. turns surprise surprise killian right along someone indeed eradicate. pair go run pursued assassins. everyone knows wife american president known first lady. reason film renamed one mama! quite point anybody guess indicative film pointlessness whole. film performances lazy script takes heck long time get going. label assassination within specific genre would say supposed thriller. would say reservations however say thriller precious thrills.
34885,expected something different passion drama ... another failed attempt originality.i sorry say film falls old clich cheesiness. year old teens may appreciate though.the acting not convincing lines common lacking wit.still soundtrack good well adapted.i not say movie total flop people watch not meet public expectations sunk mediocrity.so conclude production keeps front tv almost hour half appreciable thing.thus guess worth seeing not getannoyed
16228,average blaxpoitation action melodrama lovely ms. grier plays private eye comes aid father rudy challenger partner austin stoker original assault precinct whose loan business threatened.i frank agree user comments movie. sheba baby less satisfying script direction not particularly distinguished action scenes moderately entertaining best one ms. grier nondescript supporting casts although important supporting role urville martin also familiar name blaxpoitation. get feeling routine movie may put together quickly merely cash enormous popularity.it sure cool seeing stoker although ms. grier not good role dialog films although best playing sassy sexy sister mission vengeance.non stop soul funk soundtrack enjoyable least.mostly recommended wish see everything pam grier film repertoire.
25573,ok not perfect movie means disagree overall imdb opinion really really bad. watched lot hong kong flix loved era dearly. never saw black mask time saw last week first time. apart embarrassingly poor dubbing dvd copy not give option turn movie contains raw energy bravado permeated hong kong movies time. still stick guns opinion comes action guys matter budget add element magic screen bourne supremacy casino royale mission impossible not knocking movies reckon lack spontaneity one feel regulated ever achieve. ? feeling film makers experimenting shot edited not afraid leave blemishes learn lessons next time. makes watching movies fun dangerous.
16703,read several good reviews defended critised various aspects film. one thing see annoyance megan idealistic political scientist trying change world. loved character. maybe year old political science student think going change world relate megan. besides cute. super model cute girl next door.ok cried screamed lot. dramatic seems overdone not fit character? goes show intention sacrificing life prove point. thinks people enjoy show sick. think made argument well. course young naive girl terrified face. think acting accurately portrays young girl showing moral courage despite overwhelming fear. furthermore think maintained certain dignity throughout film despite desperate situation in.as movie general megan pretty much expected. excellent gore scenes micro budget standards. plot maybe took quick thought hardly contemplation. basically dark humorist senseless slasher film name implies. love sadism doctor. kept ripping megan shirt not cause sleaze though largely also torment kills. chainsaw hick hilarious. slasher film lovers probably best character.i give film. good setting almost plot mix good terrible acting. would recommend cheap thrill hardly diamond rough micro budget horror.
38819,not going lie. say movie confusing like saying sun hot not really. seen cult director richard kelly previous films donnie darko southland tales know got mean something. went see movie people theater. hour film half audience already walked. end people left wondering hell see. one could comprehend roughly percent saw screen even called interpretation. give movie generous seven stars? one get spectacular performances marsden great langella returns familiar creepy character importantly two entirely original richard kelly undoubtedly one bravest directors alive uses creative vision tell story dares different. quite frankly way kelly unique style could story told way intended.in end not willing spend serious thought intelligent movie even may amount nothing stay far away one. want watch deep rich complex thought provoking piece spirituality existentialism predictability human nature go see. prepared lengthy discussions partner however. note chance read review taken recommendation actually seen movie still believe wasted hours life would happy share views whole meaning plot film. see liked much promotes discussion! hard though try summing paraphrasing rather depressing quote langella character explains significance simple box employee house box live. car drove work box wheels. return home work sit front box moving images. watch mind soul rots box body deteriorates finally placed ultimate box ... rest soil earth.
37811,sitcom league gentlemen follows lives several bizarre inhabitants fictional village royston vasey. different scenes linked together common setting.in first series sketch show main plot deals new road going built royston vasey. consequently foreigners visit small town. edward tubbs owners local shop actually far away town not like foreigners. whenever visitor enters shop kill. opinion scenes kind tasteless not funny example couple absorb two engineers want build new road. edward drums tubbs dancing half naked around victims. moreover pauline lives royston vasey. works local job centre. although pauline hates people work woman not want loose job. unemployed man gets interview fireman not allow go not ready job yet.then barbara dixton transsexual taxi driver goes great detail sexual conversion.furthermore vet mr. chinnery always kills animals instead curing. one case comes farm leaded sitting room dog lays basket. farmer goes outside. assumption dog sick animal mr. chinnery euthanizes. second later farmer opens door holding real sick animal sheep hand.some inhabitants husband wife visited nephew friend killed shop owners way. couple tidy. example towels different colours. colour stands one part body. besides thousands keys marked different colours precisely classified.in opinion actors play well. playing women scenes become comical. costumes suited actors. tubbs wearing scarf crazy characters example edward unappetizing black teeth. show great deal dark humour typical british. set design reflects mood series. village houses look grey decayed. around local shop often fog strengthens threatening effect. even village sign ominous welcome royston vasey. never leave. although think actors great job type series not taste.
44315,closer reality containing depth breakdance stan lathan beat street still pretty dull show. pic really cashing breakin craze least get little bit entertainment plot concerns lives three young friends younger brother growing queens new york. unique talent. one hustler one d.j. another artist creates burners little bro lee hot hip hop dancer.lathan unable generate real audience interest story though young cast likewise struggling characters. therefore left almost entirely funky music fresh dancing save day.choreography sharp club street scenes alone not enough lift beat street greater heights. unfortunately film really falls flat late showing glimmer hope might get interesting.sunday augustvideo
3434,show comes interesting locations fast travel channel. billed reality actuality pure prime time soap opera. tries use exotic locales facade bring people phony contest proceeds hook viewers contestants soap opera style.it also borrows early cbs game show pioneer beat clock inventing situations contestants try overcome. rewards winner money. spice little interaction characters even better. game format slow motion versus beat clock real accomplishment series escape reality. show elements several types successful past programs. reality television hardly hooked contestants locale contest cup tea. not entire series say drivel dripping gravy. another show hiding behind reality label trend started k.it slick well produced might last yet. runs gilligan island green acres beverly hillbillies brady bunch. not employ professional actors. intelligence level.
21503,definitely one ultimate cult classics must see psychotronic fans. ? everything great exploitation film. top dialog bad acting enthusiasm sex sleaze political incorrectness violence many elements good cult classic included. words dolemite must see.as lot films plot makes little sense. picked pimp hustler dolemite got framed stolen furs half million dollars worth narcotics. time arch nemesis willie green man framed took nightclub. however sympathetic warden white character whole movie not completely evil incompetent decides spring free stop evil willie green drug trafficking. luckily knows kung fu percent characters film. even luckily locked madam queen bee sent hoes kung fu school. army kung fu fighting hoes words not mine side plans take back nightclub willie green. however two racist white cops try frame thrown back jail.as said earlier not try follow plot. seen movie five times many elements seem connections anything else. supporting characters wander film. still attempting figure reverend gibbs mayor hamburger pimp. cares ultimately? scenes characters priceless. dialog horrible even worse delivery. since rudy ray moore originally comedian begin wonder film meant spoof serious action film. seems could not decide one. lines yeah bad kick ass twice day call investigation. either way film hilarious plot holes swiss cheese factory. another hilarious element unerotic uses sex nudity ever film. actors would never want see naked get naked including mayor queen bee. not mention fact boom mic seems show every scene.most moore shows incredible enthusiasm. seems generally good time certainly charismatic. comedy raps proved huge influence latter day gangsta rap including dr. dre sampled groundbreaking album chronic. technically inept film culturally influential. even important around good time. biggest crime exploitation film commit boring flaws quickly paced entertaining. words dig kind film love dolemite. not dig business born insecure jock jawed motha f!
18145,show great. words describe. wonderful music. incredible dance. editors could not spoil not not bad show really good .the editors compulsive cutters not see scene without cut secs. ok show various angles guys working multiple cameras first time lives remind many cameras every five seconds average ... manage film start jump one camera cut middle show rest another angle.no matter much tried could not spoil wonderful show. must dance music lovers.
27707,wretched psychodrama uses every shabby device book wheedle attention sympathy us characters one exception not worthy notice let alone two precious hours filmgoers time.as robert redford ordinary people superb film comparison clearly shows vacuity heroes late teenage boy died leaving family throes bereavement. case death suicide event nearly always poisons emotional well survivors particularly corrosive way. follow people next months.the father jeff daniels becomes withdrawn virtually mute usually drunken stiff secretly takes leave job months sits instead park bench day insists setting full plate food deceased son place every meal. treats everyone else family unerring nastiness. sees doctor regularly issue therapeutic intervention obviously dysfunctional state never comes up.the mother sigourney weaver yells neighbor woman among others gets busted stupidly tries buy marijuana term head shop adult reality would ever try dumb stunt? near end swoons coma lung condition everyone theater assumes cancer heavy smoker. ms. weaver flip lines generally behaves unintelligently merit much empathy. not not people behave silly ways severely stressful circumstances arise. make film drivel? anyone learn pair conduct? deceased older sister michelle williams away college happy distance family zoo. younger brother played emile hirsch credible member family. suffering genuine causes multifold conduct coherent within circumstances. hirsch character soft spoken morose beaten carry movie. bit players subtexts cutesy unreal dialogue not help.the suicide theme echoed almost nonchalant manner case two minor characters. writer director dan harris trying say subject? not serious matter? jeff daniels agreed play sap father written screenplay something therapist might possibly able answer. avoid dog. instead rent redford classic. rating c. seen. would like read reviews send message directions websites.
4146,admit watched handful episodes one seemed completely different next. seems first season producers decided completely retool show drop characters introduce new ones rewrite entire show dynamic.as probably surmised already show quirky unpredictable teenager holly amanda bynes moves high strung sister valerie jennie garth new york city. decent enough premise odd couple fish water high jinx.while miss sitcoms yore show unfortunately misses mark funny repeatedly sad decent talent.on top everything insisted changing show val living cast regular bf one season suddenly gone opens bakery? ? things change drastically get feeling even show knows bad. mean completely new sets characters written new show regulars ! side note nitpicking know television show not real val holly end living huge loft duplex stairs terrace ... manhattan! serious! ?
22783,film reeks production line planning. appears like filmmakers looked recent hit movies threw spaghetti screen jimmy stewart! june allyson! anthony mann! baseball! war! baby! airplane! roll em! film address age stewart allyson performers though certain still supposed think much younger.there messages strategic air command found curiously shocking offensive stick one truly wretched element happily married couple challenged mr. stewart character makes important decision without consulting wife. film dramatic scene calls. ends completely unresolved allyson crying heart bed stewart walks. discussion simply says correct walks devastated wife. knows could slit wrists.later allyson apologizes questioning husband decision.unbelievable! stick stewart allyson stratton story. strategic air command anthony mann james stewart june allyson franklovejoy
10339,ok saw theaters came not know. not seen since ended page found thinking film not know. fact remember speaks volumes.comedy hard much harder drama. right makes seem easy wrong ... anything worse bad comedy? steve martin pay attention falling category reason.elvira mistress dark must done right remember movie fondly. done quick pace tongue cheek knowing not philedelphia story entertains start finish. brain donors another fits right category sans gratuitous boob jokes .one point contention ending. seems writers director idea finish comedy. ending tries love story somewhat undermining quirky fast paced dialogue point. tassle scene. whereas seen male opinion top place like shock. one rewrite ending needed.this not comedy genius like spinal tap producers holy grail. not try dissect let puns sappy fun come laugh guarantee.
27669,wow movie completely captivating could not believe started awake late watch came late ounce started watching could not stop full range good cast members wow even eartha kitt ruby dee forrest whittaker james earl jones many well known actors actresses glimpse history eye opening another part society people not know may even embarrassed talk. never heard book movie something black history never addresses looks privleged mixed race highly recommendmovie
38903,spoilers big horror movie fan know halloween paved way many slasher films. often imitated never duplicated movie true horror classic definitely one scariest movies ever made not scariest.i actually saw movie seeing rest series not ask. honestly saw movies seeing one worked. would say one blows others away. genuinely frightening seeing michael pop behind bush walk around dark sends chill spine. favorite part movie michael stabs guy leans head one side. one eeriest images movie history.later slashers friday th films fun less intense movie. like f series better halloween series movie alone better f movies. michael myers scary villain realistic could imagine crazed guy like going around killing people. admit movie gave nightmares watching nights. great movie not rely gore humor entertain audience. pure terror. bad later films series swayed one good example spectacular slasher movie come.
28147,quite entertaining b flick universal horror series featuring dracula wolfman frankenstein monster. plot revolves around dracula john carradine larry talbot wolfman lon chaney jr. separately visiting revolutionary doctor. ask cured doctor attempts devise way. beneath doctor castle find frankenstein monster buried mud apparently reference previous movie frankenstein series. course things went planned movie would turned incredibly boring. instead dracula not suppress appetite doctor eventually infected blood transfusion vampirism. semi vampire doctor goes insane awakens frankenstein monster. universal horror series ending completely unsatisfactory. beautiful woman hunchback one doctor two assistants particularly gruesome end. plus feel sorry frankenstein monster film awake around two minutes kills one police officer yet another building fifth? collapses top consumed flames. also unfortunate great character created wolf man larry talbot really reduced. people underrate film chaney performance. would justifiably criticized wooden. though pretty fun movie minutes. nice waste time. .
28624,interesting. big twist not big shock maybe hoped dated get mind working. really got thinking world without vegetation livestock made appreciate world live lot. charlton heston good job supporting characters realistic film surprising. lacked direction times lot settings background needed explanation still surprisingly good intelligent movie. main fault could find not want film end would liked see happened next.
27745,gave movie needed rewarded scary elements actors god enging! thing not want tell anyone anything acting story ruin movie. recommend go straight nearest moviestore right rent! not forget popcorn!
23713,looking not serious mob movie female lead right place. pfieffer acted much better. see matured beyond picture.when first picked movie expected pfeiffer poorly miscast however plays mob wife role hilt. not bad performance baldwin either.if not pay attention hair might enjoy movie. not take seriously...
13797,jared diamond made point first episode peoples world not animals domesticate europeans accounts able make steel invent complex machines.but third episode says europeans south africa got far north ran zulu people tribes herded cattle planted crops. explains lack technological economic artistic achievement key things author claims needed success?diamond also claims germs form smallpox brought north america black slaves biggest weapon. well europeans defeat k native warriors non military south africans defeat k zulus without single casualty either case think conclude germs irrelevant. without germs going succeed.he says malaria stopped europeans colonizing north killing thousands europeans not affecting africans. would like know real numbers not say. end says today malaria killing thousands africans not catch us. jared? malaria help africans halting eurpeans hurt? come europe okay despite massive plagues throughout history? also seems far eager say reasons europeans succeeded dumb luck. times evidence threatens overwhelm rickety theories reluctant admit maybe europeans successful worked. sad watch obvious neo marxist contort reality try prove point.
48421,not tell much love movie. read reviews say move confusing like swimming drying concrete. say reviewers imagination! anyone loves fantasy fiction movie. ever loved playing dungeons dragons ... movie especially got oriental adventures sorry not get see movie big screen. incentive get big screen t.v.
2630,typical sandra bullock movie plays mousy profane woman trouble finds way survive hero. sound familiar? plenty holes story. things not add suspense little corny. suspense good. lot tension story strong paranoia running. story starts slow kicks pretty soon stays way making involving movie viewer. give pretty good rating movie gets involved. bullock cute annoying normally highest rated movie.
8677,like used watch enjoy high budget hollywood films huge screens surround audio film seems distant. however surprised close human watch. natural feel like nobody wrote scenario nobody directed. director writing scenario watch. time spend watching film time go another world. film first sample shows not always must watch millions dollars budgeted films surround audio capabilities go another world. films sends another world maybe makes return back without millions dollars budget technical capabilities. felt like reading l etranger camus.
20564,saw movie cable really funny stereotype police chief stereotype big bad guys jay leno mr mayagi karate kid star good comedy prototype car part. compare movie rush hour local cop partner asian police officer solve case. chase farmers market downtown detroit brings back memories. enjoyable soundtrack good script give.
